2.375000000000000000e+01;7.500000000000000000e+00
2.389999999999999858e+01;8.500000000000000000e+00
2.650000000000000000e+01;7.000000000000000000e+00
2.630000000000000071e+01;1.899999999999999911e+00
2.710000000000000142e+01;1.850000000000000089e+00
2.900000000000000000e+01;-1.000000000000000000e+00
2.930000000000000071e+01;-6.999999999999999556e-01
3.000000000000000000e+01;2.000000000000000111e-01
3.050000000000000000e+01;-5.999999999999999778e-01
3.150000000000000000e+01;-2.000000000000000111e-01
3.169999999999999929e+01;-2.500000000000000000e-01
3.400000000000000000e+01;-1.800000000000000044e+00
3.450000000000000000e+01;-1.000000000000000056e-01
3.870000000000000284e+01;-1.000000000000000056e-01
4.279999999999999716e+01;-2.500000000000000000e+00
4.620000000000000284e+01;-3.500000000000000000e+00
2.800000000000000000e+01;3.700000000000000178e+00
2.850000000000000000e+01;3.200000000000000178e+00
2.869999999999999929e+01;2.799999999999999822e+00
3.010000000000000142e+01;3.399999999999999911e+00
3.030000000000000071e+01;2.399999999999999911e+00
3.100000000000000000e+01;2.500000000000000000e+00
3.130000000000000071e+01;3.200000000000000178e+00
3.200000000000000000e+01;2.500000000000000000e+00
3.329999999999999716e+01;2.600000000000000089e+00
3.400000000000000000e+01;1.800000000000000044e+00
3.479999999999999716e+01;2.299999999999999822e+00
3.500000000000000000e+01;1.500000000000000000e+00
3.520000000000000284e+01;1.000000000000000000e+00
3.550000000000000000e+01;1.800000000000000044e+00
3.639999999999999858e+01;1.699999999999999956e+00
3.660000000000000142e+01;1.800000000000000044e+00
3.479999999999999716e+01;2.399999999999999911e+00
3.489999999999999858e+01;2.500000000000000000e+00
3.570000000000000284e+01;2.200000000000000178e+00
2.860000000000000142e+01;7.400000000000000355e+00
2.839999999999999858e+01;6.500000000000000000e+00
2.860000000000000142e+01;6.299999999999999822e+00
2.919999999999999929e+01;5.500000000000000000e+00
2.900000000000000000e+01;4.500000000000000000e+00
2.819999999999999929e+01;5.700000000000000178e+00
3.030000000000000071e+01;5.799999999999999822e+00
2.960000000000000142e+01;6.000000000000000000e+00
2.980000000000000071e+01;5.400000000000000355e+00
2.980000000000000071e+01;4.599999999999999645e+00
2.989999999999999858e+01;4.400000000000000355e+00
3.080000000000000071e+01;5.599999999999999645e+00
3.089999999999999858e+01;4.799999999999999822e+00
3.110000000000000142e+01;4.799999999999999822e+00
3.110000000000000142e+01;4.500000000000000000e+00
3.050000000000000000e+01;4.200000000000000178e+00
3.180000000000000071e+01;4.400000000000000355e+00
3.320000000000000284e+01;7.299999999999999822e+00
3.279999999999999716e+01;3.799999999999999822e+00
3.320000000000000284e+01;3.700000000000000178e+00
3.329999999999999716e+01;4.099999999999999645e+00
3.310000000000000142e+01;4.200000000000000178e+00
3.389999999999999858e+01;4.200000000000000178e+00
3.420000000000000284e+01;4.599999999999999645e+00
3.410000000000000142e+01;3.399999999999999911e+00
3.429999999999999716e+01;3.399999999999999911e+00
3.510000000000000142e+01;3.500000000000000000e+00
3.439999999999999858e+01;2.700000000000000178e+00
3.460000000000000142e+01;2.799999999999999822e+00
3.670000000000000284e+01;3.500000000000000000e+00
3.629999999999999716e+01;2.799999999999999822e+00
3.639999999999999858e+01;2.700000000000000178e+00
3.660000000000000142e+01;2.700000000000000178e+00
3.670000000000000284e+01;3.500000000000000000e+00
3.639999999999999858e+01;3.700000000000000178e+00
4.029999999999999716e+01;2.200000000000000178e+00
4.150000000000000000e+01;1.600000000000000089e+00
4.220000000000000284e+01;2.600000000000000089e+00
